nom_prov;nom_loca;cp;cpa
formosa;estanislao del campo;3626;Buscar CPA
formosa;gabriela mistral;3626;P3620XAM
formosa;hermindo bonas;3626;P3626XAN
formosa;juan jose paso;3626;P3626XAW
formosa;kilometro 503;3626;P3626XAX
formosa;las choyas;3626;P3626XAY
formosa;las mochas;3626;P3626XAZ
formosa;loma clavel;3626;P3626XAO
formosa;los inmigrantes;3626;P3626XAQ
formosa;pato marcado;3626;P3626XAB
formosa;porteño viejo;3626;P3626XAC
formosa;ranero cue;3626;P3626XAD
formosa;san lorenzo;3626;P3626XAR
formosa;saturnino segurola;3626;P3626XAT
formosa;sgto ayudante v sanabria;3626;P3626XAS
formosa;transito cue;3626;P3626XAE
formosa;tres pozos;3626;P3626XAF
formosa;angostura;3611;P3611XAX
formosa;ayudante paredes;3611;P3611XAD
formosa;bocarin;3611;P3611XAV
formosa;centro fronterizo clorinda;3611;Buscar CPA
formosa;colonia bouvier;3611;P3611XAM
formosa;curtiembre cue;3611;P3611XAY
formosa;el pombero;3611;P3611XAC
formosa;el recodo;3611;P3611XBC
formosa;florentino ameghino;3611;P3611XAE
formosa;garcete cue;3611;Buscar CPA
formosa;gobernador luna olmos;3611;P3611XAT
formosa;isla apando;3611;P3611XBA
formosa;isla caraya;3611;P3611XAF
formosa;laguna gallo;3611;P3611XAA
formosa;laguna naick neck;3611;Buscar CPA
formosa;lucero cue;3611;P3611XAW
formosa;monte claro;3611;P3611XAG
formosa;palma sola;3611;P3611XAN
formosa;pigo;3611;P3611XAH
formosa;presidente avellaneda;3611;P3611XBB
formosa;puerto pilcomayo;3611;Buscar CPA
formosa;punta pora;3611;P3611XAI
formosa;riacho he he;3611;Buscar CPA
formosa;rodeo tapiti;3611;P3611XAJ
formosa;rozadito;3611;P3611XAK
formosa;salvacion;3611;P3611XAB
formosa;san antonio;3611;P3611XAL
formosa;san juan;3611;P3611XAO
formosa;santa isabel;3611;P3611XAP
formosa;sgto mayor bernardo aguila;3611;P3611XAQ
formosa;toro paso;3611;P3611XAR
formosa;tres lagunas;3611;P3611XAS
formosa;tte gral juan c sanchez;3611;P3611XAZ
formosa;villa lucero;3611;P3611XAU
formosa;apayerey;3615;P3615XAI
formosa;bella vista;3615;P3615XAJ
formosa;buena vista;3615;Buscar CPA
formosa;cataneo cue;3615;P3615XAB
formosa;chagaday;3615;P3615XAP
formosa;colonia 25 de mayo;3615;P3615XAN
formosa;colonia santa rosa;3615;P3626XBB
formosa;el espinillo;3615;Buscar CPA
formosa;general julio de vedia;3615;P3615XAD
formosa;general manuel belgrano;3615;P3615XAC
formosa;julio cue;3615;P3615XAE
formosa;la urbana;3615;P3615XAT
formosa;loma zapatu;3615;P3615XAF
formosa;loro cue;3615;P3615XAG
formosa;mision tacaagle;3615;Buscar CPA
formosa;porton negro;3615;P3615XAH
formosa;puerto san carlos;3615;P3615XAQ
formosa;soldado heriberto avalos;3615;P3615XAK
formosa;subtte ricardo e masaferro;3615;P3615XAL
formosa;tte cnel gaspar campos;3615;P3615XAR
formosa;villa gral manuel belgrano;3615;Buscar CPA
formosa;villa hermosa;3615;P3615XAS
formosa;villa real;3615;P3615XAM
formosa;arbol solo;3628;P3628XAB
formosa;cmte principal ismael st;3628;P3628XAG
formosa;el sauce;3628;P3626XAM
formosa;kilometro 1769;3628;P3628XAE
formosa;la paloma;3628;P3628XAF
formosa;los esteros;3628;P3626XAP
formosa;paso de naite;3628;P3628XAC
formosa;posta san martin 1;3628;P3620XAG
formosa;pozo del tigre;3628;Buscar CPA
formosa;pozo verde;3628;P3628XAA
formosa;villa general urquiza;3628;P3628XAD
formosa;bahia negra;3600;P3600XBA
formosa;boca del riacho de pilaga;3600;P3600XAJ
formosa;cañada doce;3600;P3600XAK
formosa;capilla san antonio;3600;P3600XAL
formosa;colonia dalmacia;3600;P3600XAY
formosa;colonia isla alvarez;3600;P3600XAV
formosa;colonia isla de oro;3600;P3600XAX
formosa;colonia puente pucu;3600;P3600XAM
formosa;colonia puente uriburu;3600;P3600XAB
formosa;formosa;3600;Buscar CPA
formosa;guaycolec;3600;P3600XAC
formosa;hospital rural;3600;P3600XAD
formosa;isla 9 de julio;3600;P3600XAE
formosa;isla oca;3600;P3600XAF
formosa;la colonia;3600;P3600XAG
formosa;la florida;3600;P3600XAH
formosa;lote 4;3600;P3600XAI
formosa;mojon de fierro;3600;P3600XAZ
formosa;monte agudo;3600;P3600XAN
formosa;monte lindo;3600;P3600XAO
formosa;monteagudo;3600;P3600XAP
formosa;pque bot forestal l tortorelli;3600;P3600XAQ
formosa;puerto dalmacia;3600;P3600XAR
formosa;santa catalina;3600;P3600XAS
formosa;timbo pora;3600;P3600XAT
formosa;tres marias;3600;P3600XAU
formosa;villa emilia;3600;P3600XAW
formosa;banco payagua;3601;P3601XAF
formosa;campo goreta;3601;P3601XAG
formosa;churqui cue;3601;P3601XAT
formosa;colonia aquino;3601;P3601XAU
formosa;colonia campo villafañe;3601;P3601XBM
formosa;colonia cano;3601;P3601XBJ
formosa;colonia el rincon;3601;P3601XBS
formosa;colonia pastoril;3601;P3601XAC
formosa;comisaria pte yrigoyen;3601;P3601XAV
formosa;costa del lindo;3601;P3601XAW
formosa;curupay;3601;P3601XAX
formosa;el angelito;3601;P3601XAY
formosa;el arbol solo;3601;P3601XAZ
formosa;el arbolito;3601;P3601XBA
formosa;el gato;3601;P3601XBN
formosa;el olvido;3601;P3601XAH
formosa;el ombu;3601;P3601XAI
formosa;el pindo;3601;P3601XAJ
formosa;el silencio;3601;P3601XAK
formosa;esterito;3601;P3601XAL
formosa;fortin galpon;3601;P3601XAM
formosa;fray mamerto esquiu;3601;P3601XAN
formosa;herradura;3601;Buscar CPA
formosa;isla payagua;3601;P3601XBB
formosa;ituzaingo;3601;P3601XAD
formosa;la china;3601;P3601XBC
formosa;la esperanza;3601;P3601XBO
formosa;la lucrecia;3601;P3601XBD
formosa;la pasion;3601;P3601XBE
formosa;la picadita;3601;P3601XBQ
formosa;los claveles;3601;P3630XBO
formosa;mayor edmundo v villafañe;3601;Buscar CPA
formosa;mercedes cue;3601;P3601XBR
formosa;monte lindo cnia pastoril;3601;P3601XBL
formosa;presidente yrigoyen;3601;P3601XAE
formosa;riacho lindo;3601;P3601XBI
formosa;riacho ramirez;3601;P3601XBF
formosa;san antonio;3601;P3611XAL
formosa;san cayetano;3601;P3601XAO
formosa;san francisco de laishi;3601;Buscar CPA
formosa;santa maria;3601;P3601XAP
formosa;sargento cabral;3601;P3601XAQ
formosa;soldado tomas sanchez;3601;P3601XBP
formosa;tatane;3601;P3601XBK
formosa;tres lagunas;3601;P3611XAS
formosa;tres mojones;3601;P3601XAR
formosa;tres pocitos;3601;P3601XAS
formosa;barrio san martin;3610;P3610XAH
formosa;barrio sud america;3610;P3610XAD
formosa;brigadier general pueyrredon;3610;P3610XAE
formosa;ceibo trece;3610;P3610XAI
formosa;clorinda;3610;Buscar CPA
formosa;el paraiso;3610;P3610XAB
formosa;estancia las horquetas;3610;P3610XAL
formosa;isla de puen;3610;P3610XAC
formosa;isla gral belgrano;3610;P3610XAO
formosa;loma hermosa;3610;P3610XAF
formosa;parque nacional;3610;P3610XAG
formosa;primavera;3610;P3610XAM
formosa;punta guia;3610;P3610XAN
formosa;riacho negro;3610;P3610XAJ
formosa;sol de mayo;3610;P3610XAK
formosa;virasol;3610;P3610XAA
formosa;bartolome de las casas;3622;P3622XAB
formosa;bruchard;3622;P3622XAC
formosa;teniente brown;3622;P3622XAA
formosa;chirochilas;3613;P3613XAC
formosa;colonia alfonso;3613;P3613XAE
formosa;colonia jose m paz;3613;P3613XAJ
formosa;frontera;3613;P3613XAG
formosa;la frontera;3613;P3613XAA
formosa;laguna blanca;3613;Buscar CPA
formosa;laguna ines;3613;P3613XAB
formosa;marca m;3613;P3613XAI
formosa;primera junta;3613;P3613XAF
formosa;segunda punta;3613;P3613XAD
formosa;siete palmas;3613;Buscar CPA
formosa;costa rio negro;3603;P3606XBU
formosa;el colorado;3603;Buscar CPA
formosa;espinillo;3603;P3603XAH
formosa;general pablo ricchieri;3603;P3603XAD
formosa;hipolito vieytes;3603;P3603XAE
formosa;kilometro 142;3603;P3603XAI
formosa;kilometro 193;3603;P3603XAF
formosa;kilometro 213;3603;P3603XAG
formosa;kilometro 232;3603;P3603XAJ
formosa;las cañitas;3603;P3603XAL
formosa;racedo escobar;3603;P3603XAK
formosa;soldado edmundo sosa;3603;P3526XAD
formosa;villa dos trece;3603;Buscar CPA
formosa;el pimpin;3632;P3632XAA
formosa;el tastas;3632;P3632XAD
formosa;general francisco b bosch;3632;P3634XBP
formosa;juan g bazan;3632;P3630XCD
formosa;kilometro 1695;3632;P3606XBC
formosa;los chiriguanos;3632;Buscar CPA
formosa;matias gulacsi;3632;P3632XAB
formosa;posta cambio a zalazar;3632;P3632XAE
formosa;pozo del mortero;3632;P3632XAC
formosa;gran guardia;3604;Buscar CPA
formosa;los pilagas;3604;P3604XAA
formosa;mariano boedo;3604;P3604XAB
formosa;san hilario;3604;Buscar CPA
formosa;pozo de los chanchos;3630;P3636XCC
formosa;riacho lindo;3634;P3601XBI
formosa;san antonio;3634;P3611XAL
formosa;san isidro;3630;P3636XCD
formosa;san isidro;3634;P3636XCD
formosa;san isidro;3636;P3636XCD
formosa;tres pozos;3634;P3626XAF
formosa;tte cnel gaspar campos;3630;P3615XAR
jujuy;23 de agosto;4504;Y4503XAC
jujuy;chalican;4504;Y4504XAC
jujuy;el quemado;4504;Y4504XAG
jujuy;el rio negro;4504;Y4504XAB
jujuy;finca leach;4504;Y4504XAA
jujuy;jaramillo;4504;Y4504XAE
jujuy;leachs;4504;Y4504XAI
jujuy;lote zora;4504;Y4504XAF
jujuy;rastrojos;4504;Y4504XAD
jujuy;rio negro;4504;Y4504XAH
jujuy;abdon castro tolay;4641;Buscar CPA
jujuy;agua caliente de la puna;4641;Y4641XAI
jujuy;barrancas;4641;Y4641XAK
jujuy;casabindo;4641;Y4641XAA
jujuy;cauchari;4641;Y4641XAT
jujuy;cerro agua caliente;4641;Y4641XBD
jujuy;cochinoca;4641;Y4641XAB
jujuy;doncellas;4641;Y4641XAC
jujuy;el porvenir;4641;Y4641XAU
jujuy;el potrero de la puna;4641;Y4641XAP
jujuy;huancar;4641;Y4618XAV
jujuy;kilometro 1369;4641;Y4641XAV
jujuy;muñayoc;4641;Y4641XAY
jujuy;olaroz chico;4641;Y4641XAZ
jujuy;olaroz grande;4641;Y4641XAW
jujuy;pastos chicos;4641;Y4641XAQ
jujuy;queta;4641;Y4641XAL
jujuy;quichagua;4641;Y4641XAM
jujuy;rachaite;4641;Y4641XAN
jujuy;rinconadillas;4641;Y4641XAO
jujuy;san francisco de alfarcito;4641;Buscar CPA
jujuy;san juan de quillagues;4641;Y4641XAE
jujuy;santa ana de la puna;4641;Y4641XAF
jujuy;sijes;4641;Y4641XAS
jujuy;susques;4641;Buscar CPA
jujuy;tambillos;4641;Y4641XAG
jujuy;tanques;4641;Y4641XBA
jujuy;teuco;4641;Y4641XAD
jujuy;turilari;4641;Y4641XBB
jujuy;turu tari;4641;Y4641XBC
jujuy;tusaquillas;4641;Y4641XAH
jujuy;abra de peñas;4650;Y4650XAB
jujuy;barrios;4650;Buscar CPA
jujuy;corralito;4650;Y4650XAJ
jujuy;el monumento;4650;Y4650XAC
jujuy;la cienaga;4650;Y4618XDF
jujuy;la intermedia;4650;Y4650XAH
jujuy;la quiaca;4650;Buscar CPA
jujuy;mulli punco;4650;Y4650XAI
jujuy;sansana;4650;Y4650XAD
jujuy;tafna;4650;Y4650XAG
jujuy;abra de pives;4618;Y4618XAD
jujuy;achacamayoc;4618;Y4618XAE
jujuy;agua bendita;4618;Y4618XAF
jujuy;agua palomar;4618;Y4618XAG
jujuy;alto de casa;4618;Y4618XBT
jujuy;alto de lozano;4618;Y4618XBU
jujuy;alto de mojon;4618;Y4618XBV
jujuy;alto del angosto;4618;Y4618XBW
jujuy;alto huancar;4618;Y4618XBX
jujuy;alto minero;4618;Y4618XBY
jujuy;alto potrerillo;4618;Y4618XBZ
jujuy;alto quemado;4618;Y4618XCA
jujuy;alto quirquincho;4618;Y4618XCB
jujuy;boleteria;4618;Y4618XAH
jujuy;campo oculto;4618;Y4618XAI
jujuy;canchahuasi;4618;Y4618XAJ
jujuy;capachacra;4618;Y4618XAK
jujuy;carcel;4618;Y4618XAL
jujuy;casa negra;4618;Y4618XAM
jujuy;casa vieja;4618;Y4618XAN
jujuy;chañarcito;4618;Y4618XAO
jujuy;chañi chico;4618;Y4618XAP
jujuy;chilcar;4618;Y4618XAQ
jujuy;chorrillo;4618;Y4618XAR
jujuy;coiruro;4618;Y4618XCC
jujuy;colorados;4618;Y4618XAA
jujuy;condor;4618;Y4618XCD
jujuy;cortaderas;4618;Y4618XCE
jujuy;costillar;4618;Y4618XCF
jujuy;cruz nido;4618;Y4618XCG
jujuy;el colorado;4618;Y4618XCH
jujuy;el molino;4618;Y4618XCI
jujuy;el moreno;4618;Y4618XDC
jujuy;el morro;4618;Y4618XCJ
jujuy;encrucijada;4618;Y4618XCK
jujuy;esquina de huancar;4618;Y4618XCL
jujuy;esquina grande;4618;Y4618XAS
jujuy;estancia grande;4618;Y4618XAT
jujuy;higueritas;4618;Y4618XAU
jujuy;huachichocana;4618;Y4618XDD
jujuy;huancar;4618;Y4618XAV
jujuy;inca huasi;4618;Y4618XAW
jujuy;la aguadita;4618;Y4618XDE
jujuy;la cienaga;4618;Y4618XDF
jujuy;la puerta;4618;Y4618XAX
jujuy;lagunas;4618;Y4618XAY
jujuy;lindero;4618;Y4618XAZ
jujuy;lipan;4618;Y4618XBA
jujuy;loma larga;4618;Y4618XBB
jujuy;minas de borato;4618;Y4618XBC
jujuy;abra del trigo;4501;Y4501XAH
jujuy;aguas blancas;4501;Y4501XAI
jujuy;arroyo colorado;4501;Y4500XAL
jujuy;arroyo del medio;4501;Y4501XAJ
jujuy;bella vista;4501;Y4622XAG
jujuy;cachi punco;4501;Y4501XBG
jujuy;el fuerte;4501;Y4501XAY
jujuy;el mistol;4501;Y4501XAE
jujuy;el olvido;4501;Y4501XAF
jujuy;el palmar;4501;Y4501XAZ
jujuy;el piquete;4501;Y4501XBA
jujuy;el sunchal;4501;Y4501XAG
jujuy;el tipal;4501;Y4501XAQ
jujuy;gobernador ovejero;4501;Y4501XAR
jujuy;isla chica;4501;Y4501XBH
jujuy;isla grande;4501;Y4501XBI
jujuy;la ollada;4501;Y4501XAS
jujuy;la quinta;4501;Y4501XAK
jujuy;la ronda;4501;Y4501XAL
jujuy;la vertiente;4501;Y4501XAM
jujuy;laguna san miguel;4501;Y4501XAN
jujuy;laguna totorillas;4501;Y4501XAO
jujuy;lapachal ledesma;4501;Y4501XAA
jujuy;lapachal santa barbara;4501;Y4501XAT
jujuy;loma pelada;4501;Y4501XAU
jujuy;los matos;4501;Y4501XAV
jujuy;milan;4501;Y4501XAW
jujuy;palma sola;4501;Buscar CPA
jujuy;pie de la cuesta;4501;Y4501XAX
jujuy;puesto nuevo;4501;Y4501XBJ
jujuy;real de los toros;4501;Y4501XBB
jujuy;san juan de dios;4501;Y4501XAC
jujuy;san rafael;4501;Y4501XBC
jujuy;santa clara;4501;Y4501XBD
jujuy;santa rita;4501;Y4501XAP
jujuy;sauzal;4501;Y4501XAB
jujuy;siete aguas;4501;Y4501XBE
jujuy;abra mayo;4624;Y4622XAJ
jujuy;alfarcito;4624;Y4624XAF
jujuy;cañas;4624;Y4624XAE
jujuy;el durazno;4624;Y4624XAG
jujuy;el perchel;4624;Y4624XAJ
jujuy;huichaira;4624;Y4624XAH
jujuy;juella;4624;Y4624XAI
jujuy;la banda;4624;Y4624XAC
jujuy;molulo;4624;Y4624XAL
jujuy;pucara;4624;Y4624XAA
jujuy;puesto;4624;Y4624XAB
jujuy;quebrada huasamayo;4624;Y4624XAD
jujuy;tilcara;4624;Buscar CPA
jujuy;yala de monte carmelo;4624;Y4624XAM
jujuy;abra pampa;4640;Buscar CPA
jujuy;agua chica;4640;Y4640XBC
jujuy;agua de castilla;4640;Y4640XAT
jujuy;catari;4640;Y4640XAA
jujuy;cerro chico;4640;Y4640XAL
jujuy;chaupi rodero;4640;Y4632XAF
jujuy;chorojra;4640;Y4640XAB
jujuy;chulin o inca nueva;4640;Y4640XAU
jujuy;cochagate;4640;Y4640XAV
jujuy;estacion zootecnica;4640;Y4640XAC
jujuy;guemes;4640;Y4640XAJ
jujuy;la banda;4640;Y4624XAC
jujuy;la falda;4640;Y4640XAE
jujuy;lagunillas;4640;Y4640XBB
jujuy;lumara;4640;Y4640XAF
jujuy;mira flores;4640;Y4640XAG
jujuy;miraflores de la candelaria;4640;Y4640XAR
jujuy;potrero;4640;Y4653XAC
jujuy;potrero de la puna;4640;Y4640XAS
jujuy;puerta potrero;4640;Y4640XAH
jujuy;quebraleña;4640;Y4640XAW
jujuy;ramallo;4640;Y4640XAX
jujuy;rontuyoc;4640;Y4644XAC
jujuy;rumi cruz;4640;Y4640XAM
jujuy;san jose de miraflores;4640;Y4640XAI
jujuy;santuario;4640;Y4640XAN
jujuy;sayate;4640;Y4640XAO
jujuy;sorcuyo;4640;Y4640XAY
jujuy;tabladitas;4640;Y4640XAP
jujuy;turu tari;4640;Y4641XBC
jujuy;abralaite;4634;Y4632XAA
jujuy;casa grande;4634;Y4634XAB
jujuy;el aguilar;4634;Y4634XAC
jujuy;esquinas blancas;4634;Y4634XAI
jujuy;kilometro 1321;4634;Y4634XAJ
jujuy;la veta;4634;Y4643XAU
jujuy;quera;4634;Y4643XAK
jujuy;rio grande;4634;Y4522XAE
jujuy;tejadas;4634;Y4634XAE
jujuy;tres cruces;4634;Buscar CPA
jujuy;veta mina aguilar;4634;Y4634XAF
jujuy;vicuñayoc;4634;Y4634XAK
jujuy;yacoraite;4634;Y4634XAH
jujuy;agua de castilla;4651;Y4640XAT
jujuy;agua negra;4512;Y4512XCK
jujuy;animas;4512;Y4512XCL
jujuy;aparejo;4512;Y4512XCM
jujuy;bateas;4512;Y4512XCN
jujuy;bella vista;4512;Y4622XAG
jujuy;campo bajo;4512;Y4512XAC
jujuy;campo colorado;4512;Y4512XAD
jujuy;candelaria;4512;Y4512XAE
jujuy;cevilar;4512;Y4512XAF
jujuy;cienaga;4512;Y4512XAG
jujuy;colonia 8 de septiembre;4512;Y4512XAA
jujuy;cortaderas;4512;Y4618XCE
jujuy;don jorge;4512;Y4512XAI
jujuy;duraznal;4512;Y4512XAJ
jujuy;el aibal;4512;Y4512XBH
jujuy;el bananal;4512;Y4512XBI
jujuy;el caulario;4512;Y4512XBJ
jujuy;el manantial;4512;Y4512XBK
jujuy;el naranjo;4512;Y4512XBL
jujuy;el sauce;4512;Y4512XAK
jujuy;esquina;4512;Y4512XAL
jujuy;falda del quebrachal;4512;Y4512XAM
jujuy;falda mojon;4512;Y4512XAN
jujuy;falda montosa;4512;Y4512XBY
jujuy;florencia;4512;Y4512XAO
jujuy;guachan;4512;Y4512XBZ
jujuy;higueritas;4512;Y4618XAU
jujuy;ingenio ledesma;4512;Y4512XAT
jujuy;la calera;4512;Y4512XCB
jujuy;la puerta;4512;Y4618XAX
jujuy;las higueritas;4512;Y4512XAQ
jujuy;las quintas;4512;Y4512XAR
jujuy;ledesma;4512;Y4512XAS
jujuy;lib gral san martin;4512;Buscar CPA
jujuy;loma del medio;4512;Y4512XCD
jujuy;los catres;4512;Y4512XCE
jujuy;lote prediliana;4512;Y4512XCF
jujuy;lote san antonio;4512;Y4503XAJ
jujuy;mal paso;4512;Y4512XBB
jujuy;marta;4512;Y4512XBC
jujuy;mojon azucena;4512;Y4512XBD
jujuy;molular;4512;Y4512XBE
jujuy;naranjito;4512;Y4512XBF
jujuy;normenta;4512;Y4512XAU
jujuy;palo a pique;4512;Y4512XBG
jujuy;pampa larga;4512;Y4512XCG
jujuy;paulete;4512;Y4512XCH
jujuy;paulina;4512;Y4512XCI
jujuy;piedra blanca;4512;Y4512XCJ
jujuy;potrero alegre;4512;Y4512XBM
jujuy;aguas calientes;4431;Y4518XAB
jujuy;aguas calientes;4518;Y4518XAB
jujuy;alegria;4506;Y4506XAA
jujuy;arenal barroso;4506;Y4506XAK
jujuy;bajada alta;4506;Y4506XAB
jujuy;el cardonal;4506;Y4506XAC
jujuy;fraile pintado;4506;Buscar CPA
jujuy;guayacan;4506;Y4506XAI
jujuy;la bajada;4506;Y4506XAJ
jujuy;la reduccion;4506;Y4506XAD
jujuy;lote maiz negro;4506;Y4506XAE
jujuy;oculto;4506;Y4506XAF
jujuy;ojo de agua;4506;Y4506XAG
jujuy;siberia;4506;Y4506XAH
jujuy;algarrobal;4600;Y4600XBH
jujuy;alto comedero;4600;Y4600XAA
jujuy;atalaya;4600;Y4600XBI
jujuy;barrio 9 de julio;4600;Y4600XAT
jujuy;barrio alberdi;4600;Y4600XAK
jujuy;barrio alto la loma;4600;Y4600XAW
jujuy;barrio alto la viña;4600;Y4600XAU
jujuy;barrio bajo la viña;4600;Y4600XAV
jujuy;barrio chijra;4600;Y4600XAE
jujuy;barrio cuyaya;4600;Y4600XAM
jujuy;barrio lujan;4600;Y4600XAB
jujuy;barrio parque 19 de abril;4600;Y4600XAD
jujuy;barrio santa rita;4600;Y4600XAC
jujuy;chuquina;4600;Y4600XAF
jujuy;el algarrobal;4600;Y4612XAU
jujuy;el amancay;4600;Y4600XAY
jujuy;el cucho;4600;Y4612XAW
jujuy;guerrero;4600;Y4600XAG
jujuy;juan galan;4600;Y4600XBB
jujuy;la almona;4600;Y4600XBC
jujuy;la cuesta;4600;Y4612XAM
jujuy;las capillas;4600;Y4612XAN
jujuy;las escaleras;4600;Y4612XAO
jujuy;las higuerillas;4600;Y4600XAP
jujuy;los alisos;4600;Y4605XAD
jujuy;los blancos;4600;Y4612XAP
jujuy;nazareno;4600;Y4600XAS
jujuy;payo;4600;Y4600XBE
jujuy;reyes;4600;Y4600XAI
jujuy;san pablo de reyes;4600;Y4600XBF
jujuy;san salvador de jujuy;4600;Buscar CPA
jujuy;termas de reyes;4600;Y4601XAB
jujuy;tesorero;4600;Y4600XBG
jujuy;tilquiza;4600;Y4600XAJ
jujuy;villa ciudad de nieva;4600;Y4600XAL
jujuy;villa gorriti;4600;Y4600XAN
jujuy;villa jardin de reyes;4600;Y4601XAC
jujuy;alisos de abajo;4605;Y4603XAJ
jujuy;alisos de arriba;4605;Y4603XAL
jujuy;ceibal;4605;Y4603XAK
jujuy;cerro negro;4605;Y4605XAA
jujuy;el ollero;4605;Y4605XAF
jujuy;la cabaña;4605;Y4605XAB
jujuy;la toma;4605;Y4605XAC
jujuy;los alisos;4605;Y4605XAD
jujuy;paño;4605;Y4605XAE
jujuy;rio blanco;4605;Y4605XAG
jujuy;san antonio;4605;Y4503XAD
jujuy;alto calilegua;4513;Y4512XCC
jujuy;amancayoc;4513;Y4513XAP
jujuy;amarguras;4513;Y4513XAQ
jujuy;cacho;4513;Y4513XAA
jujuy;chorro;4513;Y4513XAB
jujuy;fundiciones;4513;Y4513XAR
jujuy;gobernador tello;4513;Y4513XAS
jujuy;loma larga;4513;Y4618XBB
jujuy;nogal;4513;Y4513XAD
jujuy;nogales;4513;Y4513XAE
jujuy;nogalito;4513;Y4513XAF
jujuy;pampichuela;4513;Y4513XAM
jujuy;picacho;4513;Y4513XAG
jujuy;pilcomayo;4513;Y4513XAH
jujuy;pueblo;4513;Y4513XAI
jujuy;puerto tolava;4513;Y4513XAT
jujuy;queñoal;4513;Y4513XAJ
jujuy;san antonio;4513;Y4503XAD
jujuy;san lucas;4513;Y4500XAC
jujuy;santa barbara;4513;Y4513XAO
jujuy;santa clara;4513;Y4501XBD
jujuy;talar;4513;Y4513XAL
jujuy;valle grande;4513;Buscar CPA
jujuy;alto del saladillo;4500;Y4522XAN
jujuy;alto del saladillo;4522;Y4522XAN
jujuy;alto verde;4608;Y4606XAB
jujuy;bordo la isla;4608;Y4608XAD
jujuy;cadilla;4608;Y4608XAV
jujuy;campo la tuna;4608;Y4608XAA
jujuy;chamical;4608;Y4608XAB
jujuy;coronel arias;4608;Y4608XAC
jujuy;el cabral;4608;Y4608XAM
jujuy;el cadillal;4608;Y4608XAF
jujuy;el mollar;4608;Y4608XAW
jujuy;el pongo;4608;Y4608XAG
jujuy;entre rios;4608;Y4608XAX
jujuy;estacion perico;4608;Y4608XAH
jujuy;hornillos;4608;Y4653XAI
jujuy;iriarte;4608;Y4608XAZ
jujuy;kilometro 1129;4608;Y4608XAI
jujuy;la union;4608;Y4608XAN
jujuy;lagunilla el carmen;4608;Y4608XAO
jujuy;lagunilla ledesma;4608;Y4608XBC
jujuy;las pampitas;4608;Y4608XAE
jujuy;monterrico;4608;Buscar CPA
jujuy;perico;4608;Buscar CPA
jujuy;pozo de las avispas;4608;Y4608XAQ
jujuy;san gabriel;4608;Y4608XBA
jujuy;san juancito;4608;Y4608XBB
jujuy;san rafael;4608;Y4501XBC
jujuy;san vicente;4608;Y4608XAK
jujuy;santa rita;4608;Y4501XAP
jujuy;santo domingo;4608;Y4608XAL
jujuy;venecias argentinas;4608;Y4608XAT
jujuy;villa argentina;4608;Y4608XAU
jujuy;angosto del perchel;4626;Y4626XAG
jujuy;capla;4626;Y4626XAA
jujuy;chorrillos;4626;Y4626XAH
jujuy;chucalezna;4626;Y4626XAB
jujuy;huacalera;4626;Y4626XAI
jujuy;ocumazo;4626;Y4630XAF
jujuy;san jose;4626;Y4626XAE
jujuy;senador perez;4626;Y4626XAC
jujuy;uquia;4626;Y4626XAD
jujuy;villa del perchel;4626;Y4626XAF
jujuy;antiguo;4631;Y4631XAS
jujuy;azul pampa;4631;Y4631XAE
jujuy;caspala;4631;Y4631XAK
jujuy;chilcar;4631;Y4618XAQ
jujuy;chorcan;4631;Y4631XAA
jujuy;coctaca;4631;Y4631XAC
jujuy;cortaderas;4631;Y4618XCE
jujuy;doglonzo;4631;Y4631XAD
jujuy;palca de aparzo;4631;Y4631XAG
jujuy;potrerillo;4631;Y4631XAO
jujuy;ramada;4631;Y4512XBS
jujuy;rodero;4631;Y4631XAH
jujuy;ronque;4631;Y4631XAI
jujuy;santa ana;4631;Y4631XAL
jujuy;soledad;4631;Y4512XAW
jujuy;tablon;4631;Y4631XAR
jujuy;toro muerto;4631;Y4631XAU
jujuy;trancas;4631;Y4631XAV
jujuy;valle colorado;4631;Y4631XAM
jujuy;varas;4631;Y4631XAJ
jujuy;vizacachal;4631;Y4631XAW
jujuy;antiguyos;4643;Y4643XAG
jujuy;arbolito nuevo;4643;Y4641XAJ
jujuy;carahuasi;4643;Y4643XAB
jujuy;casa colorada;4643;Y4643XAA
jujuy;cerro redondo;4643;Y4643XAH
jujuy;cienaga grande;4643;Y4643XBE
jujuy;cienego grande;4643;Y4643XAC
jujuy;cincel;4643;Y4643XAI
jujuy;coranzuli;4643;Y4643XBF
jujuy;coyaguaima;4643;Y4643XAD
jujuy;cusi cusi;4643;Y4643XAL
jujuy;el toro;4643;Y4643XBC
jujuy;farillon;4643;Y4643XAJ
jujuy;granadas;4643;Y4643XAT
jujuy;guayatayoc;4643;Y4653XAB
jujuy;la veta;4643;Y4643XAU
jujuy;loma blanca;4643;Y4643XAN
jujuy;mina ajedrez;4643;Y4643XAV
jujuy;mina pan de azucar;4643;Y4643XAR
jujuy;mina pirquitas;4643;Y4643XAO
jujuy;miniaio;4643;Y4643XAW
jujuy;olacapato;4643;Y4643XBB
jujuy;orosmayo;4643;Y4643XAP
jujuy;paicone;4643;Y4643XAQ
jujuy;pairique chico;4643;Y4644XAL
jujuy;pairique grande;4643;Y4643XAZ
jujuy;pozuelo;4643;Y4643XAS
jujuy;quera;4643;Y4643XAK
jujuy;rinconada;4643;Buscar CPA
